lower,med,upper,item,Event,taxa,traits
1.288453021938758e-6,0.060075091300469195,0.26000238077332793,Death,GS-1,32,9
5.286377804171082e-6,0.069185088600625,0.30088783366775873,Death,Holocene,32,9
0.27886674250552107,0.6192049855986209,1.0347226319497125,Birth,GS-2,32,9
2.109936256816532e-6,0.09428704982562064,0.3883433954534144,Birth,GI-1,32,9
1.0292560450398929e-6,0.0741764378503662,0.3146279857548933,Birth,GS-1,32,9
1.7233094724564975e-6,0.06848378205239408,0.29849337459039404,Birth,Holocene,32,9
0.23263219129853685,0.563109496802904,0.9752009019364005,Diversification,GS-2,32,9
-0.2162840570022493,0.03433516775649437,0.38192341608755304,Diversification,GI-1,32,9
-0.2607001388962031,0.010700296186762367,0.30854111016774916,Diversification,GS-1,32,9
-0.28893262928389823,4.990368497772677e-4,0.3090608801600009,Diversification,Holocene,32,9
1.480505130147863e-6,0.0635718246833985,0.25936365106523895,Turnover,GS-2,32,9
8.067194882200382e-5,0.5607105694439131,9.848002003728023,Turnover,GI-1,32,9
1.505165974601376e-5,0.812914676469572,15.60318981984548,Turnover,GS-1,32,9
7.987324895916252e-5,0.9914652098033818,19.759166151362216,Turnover,Holocene,32,9
1.070261230569112e-6,0.03471815033924836,0.15083683107898813,Death,GS-2,32,44
4.165386955587484e-6,0.06756879908681371,0.27833370353461173,Death,GI-1,32,44
5.570312614664237e-7,0.06931577408175893,0.3003429101210283,Death,GS-1,32,44
2.2472659803884073e-5,0.07098961228019288,0.30291011528176137,Death,Holocene,32,44
0.32387109338087033,0.6599554771754191,1.0475501939258198,Birth,GS-2,32,44
6.705013762857847e-7,0.06195127530749607,0.25848655762105543,Birth,GI-1,32,44
9.075377068610948e-7,0.06271042450184537,0.2740272933911023,Birth,GS-1,32,44
3.6122642135417638e-6,0.06789112490254719,0.2938447052312344,Birth,Holocene,32,44
0.29009782337785167,0.6084568430218961,0.9908569587865691,Diversification,GS-2,32,44
-0.28398584400694876,-0.0040481019923331585,0.23823598214732822,Diversification,GI-1,32,44
-0.2875372386937287,-0.004300038121458999,0.27077536070428876,Diversification,GS-1,32,44
-0.2876842711555883,-0.002551244737961922,0.3075114369895646,Diversification,Holocene,32,44
1.4699566729723058e-6,0.05397579042951559,0.2161774000045875,Turnover,GS-2,32,44
2.1340744828024973e-5,1.0903314094591752,20.12234386156399,Turnover,GI-1,32,44
6.588280001621898e-6,1.1030042634457489,19.326983163885636,Turnover,GS-1,32,44
6.0559167378017764e-5,1.0527400173686876,19.894208434163634,Turnover,Holocene,32,44
5.8253587974521924e-6,0.03671749104044704,0.15859938345468655,Death,GS-2,87,2
1.2275161560063187e-6,0.06356447978279686,0.26134681122847436,Death,GI-1,87,2
3.499984250860621e-5,0.07521772277385638,0.31622594032182616,Death,GS-1,87,2
1.4160655863118445e-5,0.0671129069748674,0.2826006188431931,Death,Holocene,87,2
0.5270663606641421,0.9548078320735504,1.4777161768097933,Birth,GS-2,87,2
1.225444691823212e-5,0.07554335282544564,0.2952724166343924,Birth,GI-1,87,2
9.400029623752673e-6,0.058435098568416596,0.24696771414686108,Birth,GS-1,87,2
1.3509209160405967e-5,0.069124606147694,0.30021467532424884,Birth,Holocene,87,2
0.46862494648657566,0.9050979782096357,1.3960955712951142,Diversification,GS-2,87,2
-0.2494640375814487,0.008840174434761268,0.2780567961163559,Diversification,GI-1,87,2
-0.2942691182748883,-0.013518056994092913,0.2536428479458337,Diversification,GS-1,87,2
-0.2734622233130707,7.338638702379385e-4,0.303370106854577,Diversification,Holocene,87,2
2.4033751008786005e-5,0.038820046191861544,0.1642639830136416,Turnover,GS-2,87,2
1.5187919738506655e-5,0.8483821069006591,14.77455341170149,Turnover,GI-1,87,2
4.1386316086930837e-4,1.291422444470722,23.581678022176536,Turnover,GS-1,87,2
4.7428006877239264e-5,0.984762942795991,18.39632397812898,Turnover,Holocene,87,2
2.506318401772033e-7,0.035842808387448744,0.15837874659368023,Death,GS-2,87,9
1.4156309985966732e-5,0.07821832794132592,0.3191832631460847,Death,GI-1,87,9
1.2582610558906931e-5,0.09442610430581552,0.38659527737317323,Death,GS-1,87,9
2.6712540090325185e-6,0.07066028963285245,0.3029636611628058,Death,Holocene,87,9
0.6334539102298281,1.047803190087921,1.5377998218786695,Birth,GS-2,87,9
7.551198129384954e-6,0.07371673373363113,0.2875587062510744,Birth,GI-1,87,9
1.944277238305541e-5,0.054712818774693923,0.2311185262000918,Birth,GS-1,87,9
1.0500741791252448e-5,0.0674805310555383,0.28947251487662345,Birth,Holocene,87,9
0.5970069954663288,0.9972548704604145,1.488157050174357,Diversification,GS-2,87,9
-0.28393820721222307,-0.003542653142135005,0.26341074773874035,Diversification,GI-1,87,9
-0.36394947985170567,-0.03193484284833361,0.234076826167343,Diversification,GS-1,87,9
-0.31872155479198155,-0.0019726624988866646,0.2658528071775918,Diversification,Holocene,87,9
3.277101115806045e-7,0.03501956281007586,0.1454937078457403,Turnover,GS-2,87,9
7.697729245685645e-5,1.0684419098642965,17.272731967600848,Turnover,GI-1,87,9
8.967718834469286e-5,1.6937772915958824,31.825180482009802,Turnover,GS-1,87,9
7.414931382419756e-5,1.0362597215818317,19.68203218079439,Turnover,Holocene,87,9
4.239050183234319e-6,0.03318487816859658,0.14353744890233364,Death,GS-2,87,44
6.81293038469684e-6,0.09387157727875856,0.3449728803372141,Death,GI-1,87,44
1.0632515858075441e-5,0.10044517908682077,0.4021923403544551,Death,GS-1,87,44
1.0591466809203088e-6,0.07187314382134874,0.29704075932791735,Death,Holocene,87,44
0.6004319627076454,1.006634255626822,1.4520817647608355,Birth,GS-2,87,44
3.0752958412569526e-6,0.05428831909002252,0.22271693334659554,Birth,GI-1,87,44
5.846465605913826e-6,0.052367833565803275,0.2229569742682105,Birth,GS-1,87,44
3.935388963525051e-6,0.06864386377383569,0.2890049814938415,Birth,Holocene,87,44
0.5691894214185311,0.9598504388561432,1.401237641105929,Diversification,GS-2,87,44
-0.32867585858130194,-0.032062552790004056,0.19182665722226377,Diversification,GI-1,87,44
-0.3939531668815268,-0.039197525791990304,0.2035691318798481,Diversification,GS-1,87,44
-0.27539940811575525,-0.00125019409090661,0.311165987357516,Diversification,Holocene,87,44
3.827879053937419e-6,0.03349014240557658,0.1389484143763159,Turnover,GS-2,87,44
6.127528520068118e-4,1.7421895224558002,29.529381299266696,Turnover,GI-1,87,44
4.408183411095302e-4,1.9334758157064909,33.14570805494154,Turnover,GS-1,87,44
2.887774622842946e-5,1.0232426930906446,19.48220447610308,Turnover,Holocene,87,44
