TAXA_PC,Taxa,traits,current_model,clockmodel,medianRate,varianceRate
TAXA_87_PCs_3,87,3,FBD_skyline,nCat,6.097613386869733e-5,0.0036415021581512603
TAXA_87_PCs_3,87,3,ULNC_FBD_constant_rate_age_uncertainty,ULNC,0.0016254279256027735,5.060027914124347e-5
TAXA_87_PCs_3,87,3,ULNC_FBD_constant_rate_age_uncertainty_woffset,ULNC,0.004537204800724459,1.6282604734499997e-4
TAXA_87_PCs_3,87,3,ULNC_FBD_constant_rates,ULNC,0.0016936764201059035,5.151874551664365e-5
TAXA_87_PCs_3,87,3,ULNC_FBD_skyline_age_uncertainty,ULNC,0.0019098621732769245,1.2068579117465285e-4
TAXA_87_PCs_3,87,3,ULNC_FBD_skyline,ULNC,0.002128269819878914,1.6273629891880745e-4
TAXA_87_PCs_44,87,44,FBD_constant_rate_age_uncertainty,nCat,8.867825614651369e-7,4.60422877873395e-6
TAXA_87_PCs_44,87,44,FBD_skyline_age_uncertainty,nCat,1.0143996534603835e-6,4.875015679441659e-6
TAXA_87_PCs_44,87,44,ULNC_FBD_constant_rate_age_uncertainty,ULNC,1.8796437813574014e-6,2.453007419828154e-11
TAXA_87_PCs_44,87,44,ULNC_FBD_constant_rates,ULNC,1.889502457160035e-6,2.4750587602271873e-11
TAXA_87_PCs_44,87,44,ULNC_FBD_skyline_age_uncertainty,ULNC,5.144771356175597e-6,1.789794678907578e-10
TAXA_87_PCs_44,87,44,ULNC_FBD_skyline,ULNC,5.729421495266112e-6,2.2557359326985602e-10
TAXA_87_PCs_6,87,6,FBD_constant_rate_age_uncertainty,nCat,3.260048847933071e-4,2.8557014444205567e-4
TAXA_87_PCs_6,87,6,FBD_constant_rate_age_uncertainty_woffset,nCat,2.6505166969335284e-4,0.00335143591036724
TAXA_87_PCs_6,87,6,FBD_constant_rates,nCat,2.918129758911181e-4,2.3673771310402716e-4
TAXA_87_PCs_6,87,6,FBD_skyline_age_uncertainty,nCat,8.761832537418067e-5,0.0016402141320829048
TAXA_87_PCs_6,87,6,FBD_skyline,nCat,8.880426598730401e-5,0.001772220476161888
TAXA_87_PCs_6,87,6,ULNC_FBD_constant_rate_age_uncertainty,ULNC,3.3415781375690563e-4,1.2831978156012562e-6
TAXA_87_PCs_6,87,6,ULNC_FBD_constant_rate_age_uncertainty_woffset,ULNC,0.0011363002822988959,1.0122797418768975e-5
TAXA_87_PCs_6,87,6,ULNC_FBD_constant_rates,ULNC,3.641490455126234e-4,1.3218393095058711e-6
TAXA_87_PCs_6,87,6,ULNC_FBD_skyline_age_uncertainty,ULNC,3.891549183042759e-4,3.0831991679081087e-6
TAXA_87_PCs_6,87,6,ULNC_FBD_skyline,ULNC,4.319402868214604e-4,3.9886848751505465e-6
TAXA_87_PCs_87,87,87,FBD_skyline,nCat,1.8077257012662296e-7,5.992587017014434e-10
TAXA_87_PCs_87,87,87,ULNC_FBD_skyline,ULNC,1.7602843328787566e-7,2.071798678881408e-17
TAXA_87_PCs_9,87,9,FBD_constant_rate_age_uncertainty,nCat,8.269129986798739e-5,0.0011009955883904802
TAXA_87_PCs_9,87,9,FBD_constant_rates,nCat,6.199067510256186e-5,6.964719422456245e-4
TAXA_87_PCs_9,87,9,FBD_skyline_age_uncertainty,nCat,0.001243182055644733,0.001168967387127778
TAXA_87_PCs_9,87,9,FBD_skyline,nCat,0.0025802817692522186,0.00254235429930808
TAXA_87_PCs_9,87,9,ULNC_FBD_constant_rate_age_uncertainty,ULNC,9.169481099210403e-5,1.810512487972521e-7
TAXA_87_PCs_9,87,9,ULNC_FBD_constant_rate_age_uncertainty_woffset,ULNC,6.906164608208539e-4,4.400836646084437e-6
TAXA_87_PCs_9,87,9,ULNC_FBD_constant_rates,ULNC,9.167369583357484e-5,1.823329382485025e-7
TAXA_87_PCs_9,87,9,ULNC_FBD_skyline_age_uncertainty,ULNC,2.051207349440643e-4,9.263357274422969e-7
TAXA_87_PCs_9,87,9,ULNC_FBD_skyline,ULNC,2.2687526400542077e-4,1.1490376517943437e-6
