row_ID,Timeslice,TaxUnit,Region,Site,ShortImageRef,ToolClass,KnappingDirection,IMAGE,ARTEFACTNAME,SCALE,Timeslice_range_from,Timeslice_range_to,Long,Lat,length_cm,width_cm,area_cm2,perimeter_cm,calliper_cm,circularity,eccentricityeigen,AD,BC,amp,sym,median_SPD_age_calBP,oneSigma_rangeMin,oneSigma_rangeMax,Event
62,TS23,LAzil,NF,LeCloseauLocus14,Bodu1998,AR,NA,TS23_LAzil_NF_LeCloseauLocus14_Bodu1998_AR_na_1,TS23_LAzil_NF_LeCloseauLocus14_Bodu1998_AR_na_1_pseudo_no_6,0.029239,2,3,2.158193,48.869548,4.62,1.24,4.11,10.01,4.62,2.38,0.1,0.188121780776689,2.13317204718205,2.32129382795873,0.081041778731698,12657,12482,12832,GS-1
63,TS34,LAzil,IBA,Fariseu4,Aubry2009,AR,NA,TS34_LAzil_IBA_Fariseu4_Aubry2009_AR_na_1,TS34_LAzil_IBA_Fariseu4_Aubry2009_AR_na_1_pseudo_no_10,0.011276,3,4,-7.1088,41.0411,1.17,0.41,0.34,2.62,1.17,2.82,0.17,0.305887771424605,2.25560585109276,2.56149362251736,0.119417736876498,12550,12482,12614,GS-1
64,TS34,LAzil,IBA,FariseuSU4,Gameiroetal2020,AR,NA,TS34_LAzil_IBA_FariseuSU4_Gameiroetal2020_AR_na_1,TS34_LAzil_IBA_FariseuSU4_Gameiroetal2020_AR_na_1_pseudo_no_2,NA,3,4,-7.1088,41.0411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12550,12482,12614,GS-1
65,TS3,Sauv,IBM,CingledelAigua,Roman2011,AR,NA,TS3_Sauv_IBM_CingledelAigua_Roman2011_AR_na_1,TS3_Sauv_IBM_CingledelAigua_Roman2011_AR_na_1_pseudo_no_18,0.023999,3,3,0.15444,40.5285,1.21,0.41,0.38,2.73,1.21,2.75,0.17,0.156674656044267,2.2729285161325,2.42960317217676,0.064485697845009,12544,12478,12661,GS-1
66,TS3,LEpigrav,NEI,LaCogolaSU19,Cusinato2003,AR,P,TS3_LEpigrav_NEI_LaCogolaSU19_Cusinato2003_AR_p_1,TS3_LEpigrav_NEI_LaCogolaSU19_Cusinato2003_AR_p_1_pseudo_no_1,NA,3,3,11.22979,45.9322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12511,12103,12732,GS-1
67,TS3,EAzil,IBC,LosAzulesUnit3,FernandezTresguerres1980,AR,NA,TS3_EAzil_IBC_LosAzulesUnit3_FernandezTresguerres1980_AR_na_1,TS3_EAzil_IBC_LosAzulesUnit3_FernandezTresguerres1980_AR_na_1_pseudo_no_3,0.02542,3,3,-4.94124,43.38246,2.38,0.73,1.4,5.34,2.38,2.65,0.15,0.281345086637017,2.15168195855242,2.43302704518943,0.115635823774869,12416,12107,12693,GS-1
68,TS3,EpiAhr,BSN,Remouchamps,Dewez1974,AR,P,TS3_EpiAhr_BSN_Remouchamps_Dewez1974_AR_P_2,TS3_EpiAhr_BSN_Remouchamps_Dewez1974_AR_P_2_pseudo_no_3,0.036761,3,3,5.71,50.48,3.74,1.32,2.93,8.29,3.74,2.53,0.14,0.554099065892224,2.25981701374263,2.81391607963486,0.196913856067849,12301,11939,12829,GS-1
69,TS4,ELab,SWF,PortdePenne,Langlais2020,AR,D,TS4_ELab_SWF_PortdePenne_Langlais2020_AR_d_1,TS4_ELab_SWF_PortdePenne_Langlais2020_AR_d_1_pseudo_no_5,0.017793,4,4,0.8045,44.3952,2.65,0.74,1.4,5.96,2.66,2.36,0.11,0.38122766921297,2.2629506878524,2.64417835706537,0.14417623084854,12208,11653,12594,GS-1
70,TS3,LEpigrav,NEI,PaluEchen,Dalmerietal2013,AR,D,TS3_LEpigrav_NEI_PaluEchen_Dalmerietal2013_AR_d_1,TS3_LEpigrav_NEI_PaluEchen_Dalmerietal2013_AR_d_1_pseudo_no_4,0.016666,3,3,11.19577,45.91224,1.71,0.53,0.61,3.75,1.71,2.63,0.14,0.506564172777222,2.1263909812055,2.63295515398273,0.192393771694505,12143,11945,12438,GS-1
71,TS4,SwidAhr,PL,WojnowoAcutIII75,Kobusiewicz2016,AR,D,TS4_SwidAhr_PL_WojnowoAcutIII75_Kobusiewicz2016_AR_d_4,TS4_SwidAhr_PL_WojnowoAcutIII75_Kobusiewicz2016_AR_d_4_pseudo_no_1,0.005017,4,4,15.78867954,52.1066325,4.2,1.15,3.27,9.08,4.2,2.45,0.1,0.201236241367768,2.15593343463981,2.35716967600758,0.085371979546508,12094,11823,12434,GS-1
72,TS4,SwidAhr,PL,Kochlew1,Cyrek1996,AR,D,TS4_SwidAhr_PL_Kochlew1_Cyrek1996_AR_d_2,TS4_SwidAhr_PL_Kochlew1_Cyrek1996_AR_d_2_pseudo_no_1,0.005736,4,4,18.78315089,51.20428414,4.19,1.46,3.91,9.54,4.2,2.59,0.15,0.299249248201275,2.28266357495804,2.58191282315931,0.115902150342591,12051,11740,12583,GS-1
73,TS3,Sauv,IBM,Pena14,Sotoetal2019,AR,NA,TS3_Sauv_IBM_Pena14_Sotoetal2019_AR_na_1,TS3_Sauv_IBM_Pena14_Sotoetal2019_AR_na_1_pseudo_no_13,0.022726,3,3,-0.93779,42.37476,1.34,0.68,0.59,3.21,1.34,3.77,0.33,0.750289552924727,2.26980585391493,3.02009540683966,0.248432400918704,12004,11643,12469,GS-1
74,TS4,LAzil,IBC,Perro2,GonzalezMoralesDiazCasado19911992,AR,NA,TS4_LAzil_IBC_Perro2_GonzalezMoralesDiazCasado19911992_AR_na_1,TS4_LAzil_IBC_Perro2_GonzalezMoralesDiazCasado19911992_AR_na_1_pseudo_no_4,0.024388,4,4,-3.43338,43.45226,3.37,0.79,1.93,7.22,3.37,2.28,0.08,0.120554845962033,2.1425081428294,2.26306298879143,0.053270654223555,11784,11405,11994,GS-1
75,TS4,REpigrav,ASH,Altwasser,JagherFischerMorel1997,AR,NA,TS4_REpigrav_ASH_Altwasser_JagherFischerMorel1997_AR_na_3,TS4_REpigrav_ASH_Altwasser_JagherFischerMorel1997_AR_na_3_pseudo_no_1,0.002762,4,4,9.476824,47.282723,0.91,0.38,0.26,2.19,0.91,3.18,0.24,0.335016781747394,2.24068606140469,2.57570284315208,0.130068102629964,11751,11345,11997,GS-1
76,TS4,FBT,GBS,ThreeWaysWharfCWest,LewisandRackham2011,AR,P,TS45_FBT_GBS_ThreeWaysWharfCWest_LewisandRackham2011_AR_p_1,TS45_FBT_GBS_ThreeWaysWharfCWest_LewisandRackham2011_AR_p_1_pseudo_no_14,0.020815,4,4,-0.483934,51.55055,2.66,0.8,1.49,5.77,2.66,2.61,0.13,0.253301481084711,2.14433990238273,2.39764138346744,0.105646108225905,11672,11338,11943,Holocene
77,TS34,LPal,SG,BadBuchauKappel,Joachimetal2015,AR,P,TS34_LPal_SG_BadBuchauKappel_Joachimetal2015_AR_p_1,TS34_LPal_SG_BadBuchauKappel_Joachimetal2015_AR_p_1_pseudo_no_2,0.013981,3,4,9.594835,48.06538,1.92,0.76,0.99,4.39,1.93,3,0.21,0.299646536646896,2.29379656853271,2.5934431051796,0.115540046376358,11525,11398,11687,Holocene
78,TS4,Ahr,SS,SyltholmVII,Mage2019,AR,NA,TS4_Ahr_SS_SyltholmVII_Mage2019_AR_na_1,TS4_Ahr_SS_SyltholmVII_Mage2019_AR_na_1_pseudo_no_1,0.003454,4,4,11.39,54.65,2.75,0.82,1.48,5.98,2.75,2.49,0.12,0.420088571207427,2.16935332010345,2.58944189131087,0.162231318114176,11493,11340,11683,Holocene
79,TS4,LAzil,IBA,Bocas0,Bicho1999,AR,NA,TS4_LAzil_IBA_Bocas0_Bicho1999_AR_na_1,TS4_LAzil_IBA_Bocas0_Bicho1999_AR_na_1_pseudo_no_1,0.019353,4,4,-8.96948173471,39.3457355218,3.6,1.01,2.48,7.85,3.6,2.43,0.11,0.10725753086485,2.27908204392864,2.38633957479349,0.044946466126529,11383,10892,11810,Holocene
80,TS4,Bell,NF,Alizay,Biardetal2015,AR,NA,TS4_Bell_NF_Alizay_Biardetal2015_AR_na_1,TS4_Bell_NF_Alizay_Biardetal2015_AR_na_1_pseudo_no_6,0.02941,4,4,1.16366918862756,49.3158939921655,3.53,0.91,2.09,7.64,3.53,2.24,0.09,0.446363036285612,2.17822430983417,2.62458734611979,0.170069796665567,11379,11267,11598,Holocene
81,TS4,Swid,LT,Kabeliai2,Ostrauskas2002,AR,D,TS4_Swid_LT_Kabeliai2_Ostrauskas2002_AR_d_1,TS4_Swid_LT_Kabeliai2_Ostrauskas2002_AR_d_1_pseudo_no_1,0.017439,4,4,24.3,53.98,4,1.14,3.02,8.57,4,2.48,0.11,0.286085751619507,2.14315009906015,2.42923585067966,0.117767795802728,11351,11179,11692,Holocene
82,TS4,Sauv,IBM,Filador4,Romanetal2021,AR,NA,TS4_Sauv_IBM_Filador4_Romanetal2021_AR_na_1,TS4_Sauv_IBM_Filador4_Romanetal2021_AR_na_1_pseudo_no_23,0.019479,4,4,0.7638,41.27745,1.94,0.54,0.73,4.26,1.94,2.52,0.12,0.680642511086701,2.12104164493513,2.80168415602183,0.242940486215676,11262,10568,11747,Holocene
83,TS4,LEpigrav,NEI,LaCogolaSU18,Cusinato2003,AR,NA,TS4_LEpigrav_NEI_LaCogolaSU18_Cusinato2003_AR_na_2,TS4_LEpigrav_NEI_LaCogolaSU18_Cusinato2003_AR_na_2_pseudo_no_4,NA,4,4,11.22979,45.9322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11235,11191,11267,Holocene
84,TS4,BeurA,SG,JagerhaushohleSchicht13,Taute1971,AR,NA,TS4_BeurA_SG_JagerhaushohleSchicht13_Taute1971_AR_na_1,TS4_BeurA_SG_JagerhaushohleSchicht13_Taute1971_AR_na_1_pseudo_no_30,0.030755,4,4,8.96594,48.031201,1.77,0.79,0.91,4.13,1.77,3.37,0.27,0.631656624412713,2.21493494828918,2.8465915727019,0.221899281396791,11203,10787,11599,Holocene
85,TS4,ESauv,NEI,RomagnanoLocIIIlayerAE,Bartolomeietal1984,AR,NA,TS4_ESauv_NEI_RomagnanoLocIIIlayerAE_Bartolomeietal1984_AR_na_1,TS4_ESauv_NEI_RomagnanoLocIIIlayerAE_Bartolomeietal1984_AR_na_1_pseudo_no_45,NA,4,4,11.10611,46.00724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11099,10721,11395,Holocene
86,TS4,EpiAhr,PL,Bolkow1,Galinski2018,AR,P,TS4_EpiAhr_PL_Bolkow1_Galinski2018_AR_p_2,TS4_EpiAhr_PL_Bolkow1_Galinski2018_AR_p_2_pseudo_no_1,0.006224,4,4,14.35293003,53.55252203,5.24,2.24,8.13,12.66,5.25,3.29,0.25,0.854683792638423,2.22878369746592,3.08346749010434,0.277182683255565,11020,10816,11192,Holocene
87,TS4,EMeso,GBS,StarCarr,Milneretal2018,AR,NA,TS5_EMeso_GBS_StarCarr_Milneretal2018_AR_na_1,TS5_EMeso_GBS_StarCarr_Milneretal2018_AR_na_1_pseudo_no_4,0.017856,4,4,-0.42348,54.214287,3.96,1.25,2.82,8.63,3.96,2.42,0.12,0.566014345387555,2.18210017385005,2.7481145192376,0.205964613710706,11018,10751,11201,Holocene
